,ID,Gender,MaritalStat,EducationLevel,Field,Experience,HappyWorkingHere?,TakeAdditionalCourse?,Position,Sector,Age,SatisfiedMySalary,WagePolicyFairness,SatisfiedNonWageCompensation,SatisfiedMyWork,SatisfiedMyOrganization,ManagementAttitude,WageReward,ColleaguesAttitude,WorkingConditions,JobSecurity,FinancialPerformance,NonFinancialPerformans
373,374.0,Female,Single,Master,Finance,11 - 15 Years,No,Yes,Mid-level manager,Private,32.0,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Agree,Agree,4.08,3.43,4.83,4.17,3.0,5.0,4.5
374,375.0,Male,Single,Master,Production,6 - 10 Years,Yes,Yes,Expert,Private,31.0,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,2.92,2.43,1.67,3.0,3.5,3.5,3.0
375,376.0,Male,Single,Bachelor,Finance,1 - 5 Years,Yes,Yes,Expert,Private,30.0,Disagree,Strongly agree,Strongly disagree,Agree,Agree,4.0,2.57,3.83,4.17,4.5,4.25,4.0
376,377.0,Male,Single,Bachelor,Finance,6 - 10 Years,Yes,No,Expert,Private,29.0,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,4.83,4.43,3.0,4.33,4.5,5.0,5.0
377,378.0,Female,Single,Master,Health Care,21 + Years,Yes,Yes,Mid-level manager,Private,47.0,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,2.67,1.43,3.17,2.33,5.0,1.0,1.0
378,379.0,Female,Single,Master,Education,11 - 15 Years,No,Yes,Expert,Private,36.0,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,2.25,1.29,2.0,2.67,2.0,2.5,3.25
379,380.0,Male,Single,Master,Health Care,11 - 15 Years,Yes,Yes,Mid-level manager,Private,42.0,Disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,2.33,1.71,4.33,3.0,3.5,3.5,4.0
380,381.0,Male,Single,Master,Finance,6 - 10 Years,Yes,No,Mid-level manager,Private,32.0,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,2.42,1.57,3.0,3.17,4.0,2.0,1.5
381,382.0,Male,Single,Master,Finance,1 - 5 Years,No,Yes,Expert,Private,27.0,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,1.67,2.14,1.33,3.0,5.0,1.0,1.0
382,383.0,Male,Single,Master,Finance,6 - 10 Years,Yes,No,Staff,State,26.0,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,4.67,4.86,3.5,4.67,4.5,3.0,2.5
383,384.0,Male,Single,Master,Finance,11 - 15 Years,Yes,Yes,Mid-level manager,Private,37.0,Agree,Neither agree nor disagree,Disagree,Agree,Agree,3.33,3.43,3.5,3.83,3.5,3.75,3.25
384,385.0,Male,Single,Master,Health Care,16 - 20 Years,No,Yes,Operation manager,State,43.0,Disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,3.08,2.14,2.0,2.83,5.0,3.75,3.5
385,386.0,Male,Single,Bachelor,Finance,11 - 15 Years,Yes,No,Expert,Private,37.0,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,3.33,3.29,3.33,3.5,3.5,3.5,3.25
386,387.0,Male,Single,Master,Finance,1 - 5 Years,Yes,No,Expert,Private,29.0,Neither agree nor disagree,Agree,Agree,Strongly agree,Strongly agree,4.75,4.0,5.0,4.67,3.5,3.25,3.25
387,388.0,Male,Single,Master,Construction,11 - 15 Years,Yes,Yes,Mid-level manager,Private,35.0,Disagree,Neither agree nor disagree,Strongly disagree,Agree,Agree,3.42,2.0,4.0,4.5,5.0,3.5,3.5
388,389.0,Female,Single,Master,Health Care,6 - 10 Years,No,Yes,Mid-level manager,Private,27.0,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1.83,1.57,1.5,2.17,5.0,3.75,3.75
389,390.0,Female,Single,Master,Health Care,16 - 20 Years,No,Yes,Mid-level manager,Private,40.0,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,4.42,2.57,4.67,4.33,5.0,2.75,3.25
390,391.0,Female,Single,Master,Health Care,11 - 15 Years,Yes,No,Mid-level manager,Private,37.0,Disagree,Disagree,Strongly disagree,Agree,Strongly agree,4.83,2.29,5.0,4.5,5.0,2.75,3.5
391,392.0,Male,Single,Bachelor,Finance,11 - 15 Years,Yes,Yes,Mid-level manager,Private,39.0,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,3.92,3.43,4.33,4.17,4.0,3.5,3.5
392,393.0,Male,Single,Bachelor,Information Technology,1 - 5 Years,Yes,Yes,Staff,State,25.0,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,5.0,4.86,5.0,5.0,5.0,5.0,5.0
393,394.0,Female,Single,Master,Health Care,6 - 10 Years,No,No,Staff,State,30.0,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,2.25,1.57,2.17,2.17,5.0,2.5,1.0
394,395.0,Male,Single,Master,Energy,6 - 10 Years,Yes,No,Mid-level manager,Private,31.0,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,4.25,4.29,4.17,4.67,5.0,3.0,4.25
395,396.0,Female,Single,Master,Health Care,11 - 15 Years,No,Yes,Expert,Private,35.0,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,2.67,3.0,2.0,2.33,5.0,2.0,1.5
396,397.0,Male,Single,Master,Construction,6 - 10 Years,Yes,Yes,Mid-level manager,Private,32.0,Strongly agree,Agree,Neither agree nor disagree,Agree,Strongly agree,3.5,4.14,4.33,4.67,3.5,4.75,4.5
397,398.0,Male,Single,Master,Finance,6 - 10 Years,Yes,No,Mid-level manager,Private,33.0,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,2.83,2.14,3.83,2.83,2.0,1.75,2.0
398,399.0,Male,Single,Master,Finance,6 - 10 Years,Yes,Yes,Mid-level manager,Private,32.0,Agree,Disagree,Disagree,Agree,Agree,4.0,3.43,4.17,3.83,4.0,3.0,4.25
399,400.0,Male,Single,Master,Construction,6 - 10 Years,Yes,Yes,Expert,Private,33.0,Neither agree nor disagree,Strongly disagree,Strongly disagree,Agree,Agree,2.92,2.0,3.17,2.83,5.0,1.75,1.75
400,401.0,Male,Single,Master,Construction,11 - 15 Years,Yes,No,Mid-level manager,Private,36.0,Strongly agree,Disagree,Neither agree nor disagree,Strongly agree,Strongly agree,4.5,4.0,4.67,4.83,5.0,4.25,4.0
401,402.0,Male,Single,Bachelor,Service,16 - 20 Years,No,Yes,Expert,Private,43.0,Strongly agree,Neither agree nor disagree,Disagree,Agree,Strongly agree,3.67,3.43,4.17,4.33,4.5,4.25,4.75
402,403.0,Male,Single,Master,Information Technology,1 - 5 Years,Yes,No,Staff,State,28.0,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,3.17,2.29,3.67,3.83,3.5,4.75,4.25
403,404.0,Male,Single,Master,Information Technology,21 + Years,Yes,Yes,Mid-level manager,Private,48.0,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Agree,Agree,4.08,2.86,4.0,3.67,4.5,4.0,4.0
404,405.0,Female,Single,Master,Education,11 - 15 Years,Yes,Yes,Mid-level manager,Private,31.0,Neither agree nor disagree,Disagree,Agree,Agree,Agree,2.83,3.29,3.67,3.83,3.0,4.0,3.25
405,406.0,Male,Single,Master,Service,6 - 10 Years,Yes,Yes,Mid-level manager,Private,31.0,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,1.25,1.29,1.33,1.0,5.0,1.75,1.0
406,407.0,Male,Single,Master,Energy,16 - 20 Years,Yes,Yes,Operation manager,State,38.0,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,4.42,4.14,3.33,4.17,4.0,3.75,3.75
407,408.0,Male,Single,Master,Energy,11 - 15 Years,No,Yes,Mid-level manager,Private,31.0,Agree,Agree,Disagree,Agree,Agree,3.25,2.86,3.67,3.83,4.0,3.5,3.25
408,409.0,Male,Single,Master,Energy,11 - 15 Years,Yes,Yes,Staff,State,38.0,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Agree,3.67,3.43,4.0,3.33,4.0,4.75,4.75
409,410.0,Male,Single,Master,Finance,6 - 10 Years,Yes,No,Mid-level manager,Private,32.0,Agree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,4.17,3.86,4.67,4.83,4.0,2.5,3.0
410,411.0,Female,Single,Bachelor,Health Care,6 - 10 Years,Yes,Yes,Mid-level manager,Private,33.0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,3.67,2.43,3.0,3.0,3.5,3.5,4.0
411,412.0,Male,Single,Bachelor,Health Care,21 + Years,Yes,Yes,Mid-level manager,Private,43.0,Disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,3.42,2.29,4.83,3.33,2.0,3.25,3.25
412,413.0,Male,Single,Master,Health Care,11 - 15 Years,Yes,Yes,Senior manager,Private,32.0,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,5.0,5.0,5.0,5.0,5.0,3.75,4.25
413,414.0,Male,Single,Master,Finance,1 - 5 Years,Yes,No,Expert,Private,41.0,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Agree,3.5,3.43,3.5,4.17,4.0,3.0,2.25
414,415.0,Male,Single,Master,Education,21 + Years,Yes,No,Mid-level manager,Private,42.0,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,4.75,5.0,4.17,4.67,5.0,4.5,4.75
415,416.0,Male,Single,Master,Health Care,16 - 20 Years,Yes,Yes,Senior manager,Private,40.0,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,5.0,5.0,5.0,4.67,5.0,3.5,4.5
416,417.0,Male,Single,Master,Production,16 - 20 Years,No,Yes,Senior manager,Private,37.0,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,4.08,5.0,5.0,4.67,5.0,4.75,5.0
417,418.0,Male,Single,Master,Finance,16 - 20 Years,Yes,Yes,Mid-level manager,Private,40.0,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,3.58,3.0,3.83,3.17,4.0,4.0,3.75
418,419.0,Female,Single,Master,Health Care,6 - 10 Years,Yes,Yes,Expert,Private,31.0,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Disagree,3.17,1.29,3.67,2.33,5.0,1.75,2.5
419,420.0,Female,Single,Bachelor,Finance,1 - 5 Years,Yes,No,Expert,Private,24.0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,4.33,3.57,4.5,4.33,4.0,4.0,4.0
420,421.0,Female,Single,Master,Production,11 - 15 Years,Yes,No,Staff,State,39.0,Neither agree nor disagree,Disagree,Strongly disagree,Neither agree nor disagree,Disagree,1.83,1.71,3.33,2.33,5.0,1.25,1.5
421,422.0,Male,Single,Master,Service,16 - 20 Years,Yes,Yes,Mid-level manager,Private,41.0,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Agree,Agree,3.58,3.71,5.0,3.83,4.0,4.5,4.0
422,423.0,Male,Single,Master,Information Technology,1 - 5 Years,Yes,Yes,Expert,Private,28.0,Agree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,4.0,3.14,3.67,4.5,5.0,4.0,5.0
423,424.0,Male,Single,Master,Finance,6 - 10 Years,No,No,Operation manager,State,28.0,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,2.67,1.43,3.5,1.33,2.5,3.5,1.0
424,425.0,Male,Single,Master,Information Technology,1 - 5 Years,Yes,Yes,Expert,Private,32.0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,4.08,3.43,4.0,4.17,5.0,4.25,4.0
425,426.0,Male,Single,Master,Production,1 - 5 Years,No,No,Mid-level manager,Private,25.0,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,2.83,3.0,2.17,3.0,3.0,2.25,3.0
426,427.0,Male,Single,Master,Energy,6 - 10 Years,No,Yes,Expert,Private,34.0,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,3.0,1.57,2.83,2.0,2.5,2.5,1.25
427,428.0,Male,Single,Master,Production,1 - 5 Years,Yes,Yes,Mid-level manager,Private,26.0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,3.17,3.0,3.0,3.17,3.0,3.0,3.0
428,429.0,Female,Single,Master,Health Care,16 - 20 Years,No,Yes,Staff,State,35.0,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Disagree,2.08,1.57,1.0,1.83,5.0,2.25,2.25
429,430.0,Male,Single,Bachelor,Finance,21 + Years,No,Yes,Expert,Private,47.0,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,2.33,3.0,2.33,3.0,2.5,4.25,4.0
430,431.0,Female,Single,Master,Health Care,11 - 15 Years,Yes,Yes,Senior manager,Private,36.0,Strongly agree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,4.42,4.0,3.67,4.17,5.0,4.5,4.75
431,432.0,Female,Single,Master,Construction,16 - 20 Years,Yes,Yes,Mid-level manager,Private,32.0,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,5.0,5.0,5.0,5.0,5.0,5.0,5.0
432,433.0,Male,Single,Master,Health Care,6 - 10 Years,Yes,No,Staff,State,28.0,Neither agree nor disagree,Disagree,Strongly disagree,Agree,Agree,3.5,2.14,4.33,3.67,5.0,3.75,3.75
433,434.0,Male,Single,Master,Construction,6 - 10 Years,No,Yes,Senior manager,Private,35.0,Agree,Neither agree nor disagree,Strongly disagree,Agree,Agree,3.08,3.0,3.5,4.17,4.0,3.5,4.25
434,435.0,Female,Single,Master,Production,1 - 5 Years,Yes,Yes,Expert,Private,24.0,Disagree,Strongly disagree,Disagree,Neither agree nor disagree,Strongly disagree,1.67,1.29,1.83,2.33,2.0,1.5,3.0
435,436.0,Male,Single,Bachelor,Service,11 - 15 Years,Yes,Yes,Mid-level manager,Private,32.0,Agree,Neither agree nor disagree,Disagree,Agree,Agree,3.83,3.29,3.83,3.67,4.5,3.0,3.75
436,437.0,Male,Single,Master,Energy,6 - 10 Years,No,Yes,Operation manager,State,33.0,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,4.0,4.57,4.0,4.33,5.0,4.75,4.0
437,438.0,Male,Single,Master,Information Technology,21 + Years,Yes,Yes,Mid-level manager,Private,29.0,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,4.42,2.71,4.83,4.33,3.0,3.75,4.0
438,439.0,Female,Single,Master,Health Care,6 - 10 Years,No,No,Staff,State,31.0,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Disagree,2.33,1.43,3.5,2.33,4.0,2.0,1.75
439,440.0,Male,Single,Bachelor,Health Care,6 - 10 Years,Yes,Yes,Mid-level manager,Private,33.0,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,4.5,4.71,4.17,5.0,5.0,4.75,5.0
440,441.0,Female,Single,Bachelor,Finance,6 - 10 Years,Yes,Yes,Operation manager,State,34.0,Agree,Agree,Disagree,Agree,Strongly agree,3.92,4.0,4.83,4.33,3.5,2.5,3.75
441,442.0,Male,Single,Bachelor,Health Care,1 - 5 Years,No,No,Staff,State,26.0,Strongly disagree,Disagree,Strongly disagree,Agree,Agree,3.83,2.29,3.83,4.33,4.0,3.0,3.5
442,443.0,Male,Single,Master,Information Technology,11 - 15 Years,Yes,No,Operation manager,State,38.0,Strongly agree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,4.42,4.57,4.17,4.33,4.0,4.5,4.5
443,444.0,Male,Single,Bachelor,Information Technology,11 - 15 Years,No,Yes,Operation manager,State,37.0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Agree,4.75,3.86,4.33,4.33,4.5,2.75,3.25
444,445.0,Male,Single,Master,Information Technology,11 - 15 Years,Yes,Yes,Mid-level manager,Private,34.0,Strongly disagree,Strongly disagree,Agree,Disagree,Disagree,2.83,1.71,4.17,1.83,2.0,1.0,1.0
445,446.0,Male,Single,Master,Health Care,1 - 5 Years,No,No,Mid-level manager,Private,29.0,Neither agree nor disagree,Agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,2.67,1.86,2.83,2.33,5.0,2.0,1.25
446,447.0,Male,Single,Master,Health Care,1 - 5 Years,No,No,Mid-level manager,Private,29.0,Neither agree nor disagree,Agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,2.67,1.86,2.83,2.33,5.0,2.0,1.25
447,448.0,Male,Single,Master,Service,11 - 15 Years,No,No,Staff,State,33.0,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,2.83,2.71,2.5,4.0,4.0,5.0,3.5
448,449.0,Male,Single,Bachelor,Information Technology,6 - 10 Years,Yes,Yes,Expert,Private,39.0,Disagree,Disagree,Disagree,Agree,Agree,3.75,3.14,3.83,3.83,4.0,3.25,2.75
449,450.0,Male,Single,Master,Construction,11 - 15 Years,No,Yes,Expert,Private,29.0,Agree,Agree,Agree,Agree,Agree,3.67,3.71,3.67,3.33,4.5,2.75,2.75
450,451.0,Female,Single,Master,Production,6 - 10 Years,Yes,No,Expert,Private,31.0,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,4.67,3.86,4.33,4.83,5.0,4.5,5.0
451,452.0,Male,Single,Master,Education,1 - 5 Years,Yes,No,Operation manager,State,28.0,Agree,Agree,Agree,Agree,Agree,3.25,3.57,3.67,4.0,3.5,4.0,4.5
452,453.0,Male,Single,Master,Production,1 - 5 Years,No,No,Operation manager,State,27.0,Agree,Agree,Strongly agree,Disagree,Neither agree nor disagree,4.33,4.14,3.67,2.17,3.0,3.0,3.5
453,454.0,Male,Single,Master,Construction,6 - 10 Years,Yes,No,Staff,State,32.0,Neither agree nor disagree,Disagree,Strongly disagree,Agree,Agree,3.83,2.29,4.17,4.0,3.5,1.75,2.5
454,455.0,Male,Single,Master,Finance,6 - 10 Years,Yes,Yes,Senior manager,Private,31.0,Neither agree nor disagree,Agree,Disagree,Strongly agree,Agree,4.92,3.43,4.5,4.33,5.0,4.75,5.0
455,456.0,Female,Single,Master,Construction,1 - 5 Years,No,Yes,Expert,Private,29.0,Disagree,Disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,2.75,1.57,3.83,2.83,3.0,2.5,3.25
456,457.0,Male,Single,Bachelor,Health Care,6 - 10 Years,No,No,Senior manager,Private,33.0,Agree,Strongly disagree,Strongly disagree,Disagree,Disagree,4.0,1.86,4.0,2.83,3.0,3.0,3.0
457,458.0,Male,Single,Master,Finance,6 - 10 Years,No,No,Mid-level manager,Private,33.0,Neither agree nor disagree,Strongly disagree,Disagree,Agree,Agree,3.75,2.29,3.0,4.0,3.0,3.25,2.75
458,459.0,Male,Single,Master,Service,1 - 5 Years,Yes,Yes,Mid-level manager,Private,29.0,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Agree,3.58,3.14,4.0,4.33,5.0,4.75,3.5
459,460.0,Male,Single,Master,Production,1 - 5 Years,No,Yes,Expert,Private,27.0,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Disagree,2.08,1.29,3.67,2.5,2.5,1.25,1.75
460,461.0,Male,Single,Master,Production,16 - 20 Years,Yes,Yes,Senior manager,Private,34.0,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,5.0,5.0,5.0,4.67,4.5,3.75,3.75
461,462.0,Male,Single,Master,Service,11 - 15 Years,No,No,Staff,State,32.0,Strongly agree,Neither agree nor disagree,Strongly agree,Agree,Neither agree nor disagree,2.25,4.0,4.0,3.5,3.5,3.5,3.75
462,463.0,Male,Single,Master,Service,11 - 15 Years,No,No,Staff,State,32.0,Strongly agree,Neither agree nor disagree,Strongly agree,Agree,Neither agree nor disagree,2.25,4.0,4.0,3.5,3.5,3.5,3.75
463,464.0,Male,Single,Master,Information Technology,16 - 20 Years,Yes,Yes,Mid-level manager,Private,47.0,Agree,Agree,Neither agree nor disagree,Agree,Strongly agree,4.33,3.71,4.33,4.5,5.0,4.0,4.0
464,465.0,Female,Single,Bachelor,Health Care,1 - 5 Years,No,No,Mid-level manager,Private,29.0,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,4.33,3.71,4.17,4.5,4.5,4.0,3.75
465,466.0,Male,Single,Master,Finance,11 - 15 Years,Yes,Yes,Mid-level manager,Private,38.0,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Neither agree nor disagree,2.42,1.57,2.67,2.67,4.0,2.5,2.25
466,467.0,Male,Single,Master,Service,11 - 15 Years,Yes,Yes,Staff,State,38.0,Agree,Neither agree nor disagree,Disagree,Agree,Agree,3.0,2.71,3.17,3.33,5.0,1.5,1.75
467,468.0,Male,Single,Bachelor,Finance,6 - 10 Years,Yes,Yes,Expert,Private,37.0,Agree,Agree,Disagree,Agree,Agree,3.08,3.43,3.67,3.5,5.0,3.25,3.5
468,469.0,Female,Single,Master,Health Care,11 - 15 Years,Yes,No,Staff,State,41.0,Agree,Agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,1.5,2.57,4.0,2.17,5.0,3.5,3.5
469,470.0,Female,Single,Master,Construction,6 - 10 Years,Yes,No,Expert,Private,33.0,Agree,Neither agree nor disagree,Strongly disagree,Agree,Agree,2.67,2.29,2.83,3.0,3.5,2.75,3.25
470,471.0,Male,Single,Master,Finance,6 - 10 Years,Yes,Yes,Expert,Private,37.0,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,4.08,4.86,4.17,4.83,5.0,5.0,4.75
471,472.0,Male,Single,Master,Finance,1 - 5 Years,Yes,No,Expert,Private,31.0,Strongly agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,2.58,3.71,1.5,2.0,5.0,1.0,1.0
472,473.0,Female,Single,Master,Energy,1 - 5 Years,No,No,Mid-level manager,Private,27.0,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,2.17,3.0,2.33,3.33,4.5,4.75,3.75
473,474.0,Female,Single,Master,Energy,6 - 10 Years,No,Yes,Mid-level manager,Private,35.0,Agree,Agree,Neither agree nor disagree,Agree,Agree,3.92,3.57,4.33,3.0,5.0,1.75,3.25
474,475.0,Male,Single,Bachelor,Finance,1 - 5 Years,Yes,Yes,Expert,Private,26.0,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Disagree,Disagree,2.33,1.86,3.33,2.17,4.5,3.25,3.25
475,476.0,Male,Single,Master,Construction,16 - 20 Years,Yes,No,Senior manager,Private,40.0,Agree,Strongly disagree,Strongly disagree,Agree,Agree,3.08,2.86,2.5,4.17,4.0,2.0,1.5
476,477.0,Male,Single,Master,Finance,1 - 5 Years,No,Yes,Staff,State,27.0,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,2.58,1.86,3.0,2.17,2.5,3.25,2.5
477,478.0,Male,Single,Master,Health Care,6 - 10 Years,No,Yes,Staff,State,35.0,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,1.5,1.29,1.0,1.67,3.5,3.0,2.5
478,479.0,Male,Single,Master,Construction,11 - 15 Years,Yes,No,Mid-level manager,Private,31.0,Disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,2.75,2.43,2.0,3.17,3.0,2.25,2.25
479,480.0,Male,Single,Master,Health Care,21 + Years,No,Yes,Mid-level manager,Private,44.0,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,3.5,2.43,4.33,4.0,5.0,3.0,2.25
480,481.0,Female,Single,Master,Information Technology,1 - 5 Years,No,No,Staff,State,25.0,Neither agree nor disagree,Disagree,Disagree,Agree,Neither agree nor disagree,3.5,2.86,4.33,3.17,4.5,4.0,3.25
481,482.0,Male,Single,Master,Finance,1 - 5 Years,No,Yes,Expert,Private,28.0,Disagree,Disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,2.33,2.29,1.83,2.83,4.0,2.0,2.25
482,483.0,Male,Single,Master,Energy,1 - 5 Years,No,No,Mid-level manager,Private,29.0,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,3.92,1.86,2.17,2.67,3.5,1.75,2.25
483,484.0,Female,Single,Master,Finance,6 - 10 Years,No,Yes,Expert,Private,30.0,Disagree,Strongly disagree,Neither agree nor disagree,Disagree,Disagree,3.17,2.86,4.0,2.67,3.0,3.0,3.0
484,485.0,Male,Single,Master,Health Care,1 - 5 Years,Yes,No,Staff,State,30.0,Disagree,Disagree,Strongly disagree,Agree,Neither agree nor disagree,2.17,1.86,4.33,3.5,5.0,3.25,3.5
485,486.0,Male,Single,PhD,Information Technology,21 + Years,No,Yes,Senior manager,Private,46.0,Agree,Agree,Agree,Agree,Agree,4.25,4.0,4.0,4.17,5.0,5.0,5.0
486,487.0,Male,Single,Master,Production,16 - 20 Years,Yes,Yes,Senior manager,Private,45.0,Strongly agree,Strongly agree,Agree,Agree,Agree,3.92,3.71,3.5,4.0,3.5,3.5,3.25
487,488.0,Female,Single,Bachelor,Health Care,11 - 15 Years,No,Yes,Staff,State,33.0,Strongly agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,1.92,3.14,1.33,2.33,5.0,4.5,4.0
488,489.0,Male,Single,Master,Health Care,11 - 15 Years,Yes,Yes,Mid-level manager,Private,39.0,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Disagree,2.58,1.57,3.5,3.0,5.0,3.0,2.5
489,490.0,Female,Single,Master,Information Technology,11 - 15 Years,Yes,Yes,Mid-level manager,Private,40.0,Agree,Agree,Strongly disagree,Agree,Agree,3.92,3.0,4.0,4.17,3.5,3.0,3.5
490,491.0,Female,Single,Master,Health Care,6 - 10 Years,No,Yes,Staff,State,31.0,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,2.42,1.57,3.17,2.5,5.0,3.5,4.25
491,492.0,Male,Single,Master,Production,6 - 10 Years,No,Yes,Mid-level manager,Private,31.0,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,2.67,1.71,3.33,1.33,2.0,3.75,3.25
492,493.0,Female,Single,Bachelor,Health Care,1 - 5 Years,Yes,Yes,Mid-level manager,Private,26.0,Disagree,Disagree,Strongly disagree,Agree,Agree,3.42,1.86,4.83,4.0,4.0,3.25,3.25
493,494.0,Female,Single,Master,Health Care,11 - 15 Years,No,No,Operation manager,State,35.0,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,3.42,4.57,4.33,3.0,4.0,3.0,3.25
494,495.0,Male,Single,Bachelor,Information Technology,6 - 10 Years,Yes,Yes,Mid-level manager,Private,25.0,Disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Agree,4.33,2.57,4.33,3.83,5.0,4.25,4.5
495,496.0,Male,Single,Master,Information Technology,11 - 15 Years,Yes,Yes,Expert,Private,33.0,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,1.92,1.14,1.33,1.5,4.0,2.5,2.0
